id,bid,正文,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户
4094606834164450,EDH9Fhtmy,我围观了@DK在北京 的回答，该问题价值50.00元，围观仅1元，快来一起围观~ 微博问答 ,,,,2017-04-09,微博问答,7,4,0,,DK在北京,True
4094606196974201,EDH8Dtgj7,@那小武5 @天方夜谭212 期待李健的表演！,,,,2017-04-09,iPhone 7 Plus,3,7,2,,"那小武5,天方夜谭212",False,1842357963,DK在北京,4094350617722263,EDAupwoUD,#索尼Minibar唤醒耳朵#《歌手》半决赛今晚开唱！@迪玛希Dimash @LION獅子合唱團 @林忆莲 三组首发歌手以逸待劳、七位突围者磨拳擦掌，谁的声音最能唤醒你的耳朵？转发此微博并@ 两位好友，向你最爱的声音告白，我将随机从参与者中送出索尼 Mini Bar HT-MT300 一台，让你在家就能体验音乐盛宴现场！ ,"https://wx4.sinaimg.cn/large/6dd026cbly1fefiryw3m6j20r40ft76d.jpg,https://wx4.sinaimg.cn/large/6dd026cbly1fefirzo1jgj20cy08mwfh.jpg",,,2017-04-08,iPhone 7,516,838,7533,索尼Minibar唤醒耳朵,"迪玛希Dimash,LION獅子合唱團,林忆莲"
4093209490180744,ED6NT0L1e,我围观了@YYP颜宇鹏 的回答，该问题价值280.00元，围观仅1元，快来一起围观~ 微博问答 ,,,,2017-04-05,微博问答,4,1,0,,YYP颜宇鹏,True
4092026247595518,ECC1qvRWm,我参与了@台球那些事儿 发起的投票 【#斯诺克中国赛#塞尔比与威廉姆斯谁能夺冠？】，我投给了“塞尔比”这个选项。你也快来表态吧~,,,,2017-04-02,投票,1,0,0,斯诺克中国赛,台球那些事儿,False,2025944645,新浪台球,4092026183672531,ECC1kfpon,我发起了一个投票 【#斯诺克中国赛#塞尔比与威廉姆斯谁能夺冠？】 网页链接 ,,,,2017-04-02,投票,3,70,44,斯诺克中国赛,
4086371490386442,EAeUR1CwW,转发微博,,,,2017-03-17,iPhone 7 Plus,1,1,0,,,False,2286908003,人民网,4081607465940009,EyeYWoVgB,#五个一百正能量#【女子心脏骤停倒地 交警急救赢得“黄金四分钟”】近日，安徽一女子在过斑马线时，心脏突然骤停，晕倒在地。执勤交警陈锐迅速上前，对其进行心肺复苏和人工呼吸，又拿出硝酸甘油给她含服。急救三四分钟后，女子恢复意识，被急救车送往医院。@看看新闻Knews 网页链接 ,,,,2017-03-04,人民网微博,15913,1846,2066,五个一百正能量,看看新闻Knews
4085448580729521,EzQUi33Mt,我要下车 //@思想聚焦:,,,,2017-03-15,iPhone 7 Plus,3,2,0,,思想聚焦,False,3099016097,英国报姐,4085237351342070,EzLpB5D8i,瑞士的一个湖畔小镇Lungern。整个画面的风景真的太美太享受了，这色调看着都感觉很舒服。想去！网页链接 ,,,,2017-03-14,微博 weibo.com,31567,13795,27751,,
4076072616561049,EvUZLrwPn,转发微博,,,,2017-02-17,iPhone 7 Plus,2,2,0,,,False,1900887504,猫舌张,4075846585663913,EvP7cnLrr,不是一家人不进一家门，有什么样的宠物奏是有什么样的主人。哈哈笑抽了！ ,"https://wx1.sinaimg.cn/large/714d3dd0gy1fcsg9m2zssg205k05knpe.gif,https://wx3.sinaimg.cn/large/714d3dd0gy1fcsg9p71vfg20b405r7wh.gif,https://wx4.sinaimg.cn/large/714d3dd0gy1fcsg9tawc0g209g064x6p.gif,https://wx2.sinaimg.cn/large/714d3dd0gy1fcsg9vbjsng2066065x53.gif,https://wx4.sinaimg.cn/large/714d3dd0gy1fcsg9x7cclg207s04nqhz.gif,https://wx1.sinaimg.cn/large/714d3dd0gy1fcsga3ic02g209q05gqv6.gif,https://wx1.sinaimg.cn/large/714d3dd0gy1fcsga63sx4g20b407eb29.gif,https://wx3.sinaimg.cn/large/714d3dd0gy1fcsga7ki9og208w05x49y.gif,https://wx3.sinaimg.cn/large/714d3dd0gy1fcsgaa5exug207w05o4qj.gif",,,2017-02-16,微博 weibo.com,859,261,486,,
4075407592966433,EvDH9crHH,//@袁腾飞:推荐,,,,2017-02-15,iPhone 7 Plus,1,0,0,,袁腾飞,False,5541174287,鼹鼠文化,4075395756152650,EvDo3pOAi,86分钟道尽中华5000年文明史，视频稍长，建议收藏了慢慢看！网页链接  #野蛮先生# ,,,,2017-02-15,iPhone 6s,606,243,4795,野蛮先生,
4069600998204871,EtcDFyqsD,//@红米手机:苦口婆心地说一下：20万现金红包疯狂送，还没领的快来。转发领取试试吧。,,,,2017-01-30,iPhone 7 Plus,0,0,0,,红米手机,False,3021514657,Redmi红米手机,4068652573442394,EsNXXerwu,#让红包飞# 大年初一，怎么能没红包？红米国民手机为答谢微博米粉，特别准备了20万的大红包，1月28日0点准时开抢 。千元旗舰红米Note4，十核旗舰处理器，抢红包更尽兴。戳链接试试，万一中大奖了呢 →红米手机 的红包 ,,,,2017-01-27,红米4,317,193,1584,让红包飞,
4069153764113691,Et10khg9R,转发微博,,,,2017-01-29,iPhone 7 Plus,0,0,0,,,False,2202387347,小米手机,4068830864616328,EsSBwjmUU,鸡年好运从何而来？一个全字，两种态度。年初一，「小米MIX 全面屏概念手机」和你一起 #2017新过年# ! 说一句家乡的拜年话，转发抽送小米MIX 一台。 ,https://wx1.sinaimg.cn/large/8345c393ly1fc63vjfvhuj20u01k0wle.jpg,,,2017-01-28,小米5s 拍照黑科技,3137,3809,6594,2017新过年,
4068593526120129,EsMqIpG7L,#田宇羊羽的红包#Boomshakalaka！我在田宇羊羽 的红包中抽到了@滴滴出行 提供的“滴滴贺岁感恩券”，2017年的小惊喜！也许你的惊喜更大哦~田宇羊羽 的红包 ,,,,2017-01-27,粉丝红包,1,0,0,田宇羊羽的红包,滴滴出行,True
4068593417105588,EsMqxtOug,#赵康玮的红包#Boomshakalaka！我在赵康玮 的红包中抽到了@微博会员 提供的“50元会员红包”，2017年的小惊喜！也许你的惊喜更大哦~赵康玮 的红包 ,,,,2017-01-27,粉丝红包,1,0,0,赵康玮的红包,微博会员,True
4068191242227142,EsBXS9lnE,#玉品轩翡翠-方俊燕的红包#Boomshakalaka！我在玉品轩翡翠-方俊燕 的红包中抽到了@微博电影 提供的“电影代金券”，2017年的小惊喜！也许你的惊喜更大哦~玉品轩翡翠-方俊燕 的红包 ,,,,2017-01-26,粉丝红包,1,0,0,玉品轩翡翠-方俊燕的红包,微博电影,True
4068191162331273,EsBXK9Mtb,#玉品轩翡翠-方俊燕的红包#Boomshakalaka！我在玉品轩翡翠-方俊燕 的红包中抽到了@微博电影 提供的“电影代金券”，2017年的小惊喜！也许你的惊喜更大哦~玉品轩翡翠-方俊燕 的红包 ,,,,2017-01-26,粉丝红包,1,1,0,玉品轩翡翠-方俊燕的红包,微博电影,True
4065582938510375,Erw6VzHW7,#wu世勋-EXO的红包#Boomshakalaka！我在wu世勋-EXO 的红包中抽到了@众筹吧 提供的“众筹现金券”，2017年的小惊喜！也许你的惊喜更大哦~wu世勋-EXO 的红包 ,,,,2017-01-19,粉丝红包,4,2,1,wu世勋-EXO的红包,众筹吧,True
4055027947819459,En5wKwOcj,我参与了@乐视视频 发起的投票 【#心理罪2#背后的终极大boss是谁？】，我投给了“周教授：原心理教授，现天使堂院长”这个选项。你也快来表态吧~,,,,2016-12-21,投票,0,0,0,心理罪2,乐视视频,False,1732370473,蛋NiKa,4054347416949548,EmNP7t9Tu,【#心理罪2#背后的终极大boss是谁？戳右投票，有机会赢剧中同款@超级手机 、移动电源、@陈若轩 @王泷正 亲笔签名照。来来来，买定离手啦】 网页链接 ,,,,2016-12-19,微博 weibo.com,88,825,363,心理罪2,"超级手机,陈若轩,王泷正"
4047235908087114,EjOOWxVPk,希望能快点入手！🙏🙏🙏,,,,2016-11-29,iPhone 7 Plus,0,0,0,,,False,3871046669,一加手机,4047183982365605,EjNtc9VoV,#OnePlus3T#来了，2699元起！Dash 极速闪充+骁龙821+6GB&64/128GB超大存储组合+前后1600万极速美拍，全新的 OnePlus 3T，满足你对一部旗舰的渴望与想象！11月30日上午10点，OnePlus 官网：网页链接 京东：网页链接 极速开售！转发评论本微博，随机送出 OnePlus 3T 三台！ ,https://ww1.sinaimg.cn/large/e6bb7c0dgw1fa91req9r7j20ogc0fhdu.jpg,,,2016-11-29,微博 weibo.com,5634,40890,43891,OnePlus3T,
4046363732456633,Ejs8daj57,印度教？ 印度尼西亚·巴厘岛 ,https://ww3.sinaimg.cn/large/43e5425dgw1fa6fkcamjvj20zk0qoamg.jpg,,印度尼西亚·巴厘岛,2016-11-27,iPhone 7 Plus,51,32,3,,,True
4045878375491571,Ejfvnn2BJ,网页链接,,,,2016-11-26,iOS,5,1,1,,,True
4043723283430284,Eilrqeona,转发微博,,,,2016-11-20,iPhone 7 Plus,5,5,3,,,False,1742566624,思想聚焦,4043662223061937,EijQWcQy5,真是看的要哭出来了。 ,"https://ww4.sinaimg.cn/large/67dd74e0gw1f9xt0keeq6j20hr0krmyf.jpg,https://ww4.sinaimg.cn/large/67dd74e0gw1f9xt0l0vy8j20hr0argml.jpg,https://ww3.sinaimg.cn/large/67dd74e0gw1f9xt0ks69qj20hr0bxdgw.jpg,https://ww2.sinaimg.cn/large/67dd74e0gw1f9xt0l5zcfj20hr0e0t9z.jpg,https://ww2.sinaimg.cn/large/67dd74e0gw1f9xt0kumgvj20hl08iq3i.jpg,https://ww1.sinaimg.cn/large/67dd74e0gw1f9xt0ldyxnj20hr0c0t9f.jpg,https://ww2.sinaimg.cn/large/67dd74e0gw1f9xt0li0saj20hr0joq4p.jpg,https://ww1.sinaimg.cn/large/67dd74e0gw1f9xt0lnlc3j20hr08fq3k.jpg",,,2016-11-19,微博 weibo.com,13826,4462,4134,,
4037109982127817,EfzoO8VxD,转发微博,,,,2016-11-01,iPhone 7 Plus,2,0,0,,,False,3097378697,ZEALER,4036961436415953,EfvxdqV57,#2016年度十佳旗舰手机# 2016 年还未结束，就有一些厂商永远离我们而去了，可见手机市场的竞争程度是多么激烈。那么在这为数不多的旗舰机中，哪款才是你的心头好呢？快转发本微博并参与投票： 网页链接 ，来拿 @苏宁手机 准备的壕礼吧！ 3 台 iPhone 7，5 块 Apple Watch 在这等你来拿 ~ （投票下周三 18:00 结束；列表为随机排序）,https://ww4.sinaimg.cn/large/b89e3f89gw1f9cfp5efhnj20u01hc7h2.jpg,,,2016-11-01,微博 weibo.com,621,4387,5954,2016年度十佳旗舰手机,苏宁手机
4037109863712572,EfzoCfzOc,我参与了@ZEALER中国 发起的投票【2016年度十佳旗舰手机投票（随机排序）】，我投给了“苹果 iPhone 7 / 7 Plus”等2个选项，你也快来表态吧~ 网页链接 ,,,,2016-11-01,投票,2,1,0,,ZEALER中国,True
4035612216549278,EeWr3rtLw,难道只有我一个人好奇Multi-Touch Bar在Windows下是什么样子么？,,,,2016-10-28,iPhone 7 Plus,5,4,0,,,False,1726544024,数字尾巴,4035510261359962,EeTMC5HMS,北京时间今天凌晨，苹果举行了今年秋季的第二场新品发布会，全新 MacBook Pro 成为绝对主角。MacBook Pro 新品详情：Multi-Touch Bar + Touch ID，全新 MacBook Pro 正式登场！，真机图赏：更轻薄的高性能笔电，全新 MacBook Pro 真机图赏，以及 Apple TV 更新详情：电视也要移动化，Apple 发布电视应用「TV」  都在这里了。 ,https://ww3.sinaimg.cn/large/66e8f898gw1f97t25q9jnj21hc0u0q5k.jpg,,,2016-10-28,微博 weibo.com,42,36,41,,
4032780109662058,EdKL8ExxE,我要中奖！！！！！！！！啦！,,,,2016-10-20,iPhone 7 Plus,2,0,0,,,False,3097378697,ZEALER,4031988707161307,EdqaGu2YX,#ZEALER|LIVE# 「你没见过的王自如桌面2.0」将于周四 10月20日 20:00 与大家见面。现在我们只想任性地抽奖送出一台价值4999元的 #LG 21:9 曲面电竞显示器# 。即刻起，1、关注我们熊猫直播 100906 直播间；2、转发本微博并报出自己的熊猫 ID（例如：“熊猫ID：XXXXX”）。满足以上 2 个条件，即有机会赢走大奖！不仅如此，直播当日我们还会在直播中，以弹幕形式送出另外一个神秘超级大奖 ~ ,https://ww1.sinaimg.cn/large/b89e3f89gw1f8wkiwm422j20p018gaf3.jpg,,,2016-10-18,微博 weibo.com,245,1864,2007,"ZEALER|LIVE,LG 21:9 曲面电竞显示器",
4026393064566663,Eb4Bsj9ZR,高璇啊！！！！@Ada出生在美国 @爱否科技 @安灵均,,,,2016-10-03,iPhone 7 Plus,1,0,0,,"Ada出生在美国,爱否科技,安灵均",False,2551210487,叶志成爱金港,4025866490638980,EaQU92Ge8,我和@陈震同学 @高璇Echo @牙签Stanley 三人之间的一场赛道较量！写出你认为影片中最帅的车手并且@三位好友 【一等奖】iPhone 7 128g【二等奖】上海GT赛车节VIP门票（2张）开奖时间：10月3日 中午12:00 网页链接 ,,,,2016-10-01,iPhone 6s,3624,1976,2650,,"陈震同学,高璇Echo,牙签Stanley,三位好友"
4026295073140464,Eb23pdaYE,我要中奖啦！ //@任真天:转发此条，抽1个打100块，明早醒来就开！,,,,2016-10-03,iPhone 7 Plus,0,1,0,,任真天,False,3668989607,唐唐频道,4026267600629968,Eb1l62DSM,唐唐，我生命中会有道坎儿！！唐唐频道的秒拍视频（来自iphone 宝石蓝） ,,"http://miaopai.video.weibocdn.com/ZEilynYclx075jgZmGkw010402005dtz0E013?Expires=1581031480&ssig=5LoF%2FGivya&KID=unistore,video",,2016-10-02,微博 weibo.com,1028,164,1478,,
4026290049086464,Eb1ViC7NS,miiiu哥生快，还有10天我生日，不知道不会中奖…,,,,2016-10-03,iPhone 7 Plus,5,12,0,,,False,,,4026288173728770,Eb1ShfE1s,抱歉，作者已设置仅展示半年内微博，此微博已不可见。 ,,,,2016-10-03,,0,0,0,,
4025409747848064,EaF1swVDG,转发微博,,,,2016-09-30,iPhone 7 Plus,5,1,2,,,False,1742566624,思想聚焦,4023550698669335,E9SEZAnhZ,如果有人说你脸大，就这么回他。 ,"https://ww1.sinaimg.cn/large/67dd74e0gw1f856ixa0bdj20g40hsq57.jpg,https://ww4.sinaimg.cn/large/67dd74e0gw1f856iyg4xdj20g40hs764.jpg,https://ww1.sinaimg.cn/large/67dd74e0gw1f856izxjptj20g40hsgn8.jpg,https://ww3.sinaimg.cn/large/67dd74e0gw1f856j2920nj20g40hsjt6.jpg,https://ww3.sinaimg.cn/large/67dd74e0gw1f856j3xfzkj20g40hsgnc.jpg,https://ww1.sinaimg.cn/large/67dd74e0gw1f856j5ot3rj20g40hs0ud.jpg,https://ww4.sinaimg.cn/large/67dd74e0gw1f856j6zh4fj20g40hswg9.jpg,https://ww3.sinaimg.cn/large/67dd74e0gw1f856j8z9jgj20g40hsgnh.jpg,https://ww1.sinaimg.cn/large/67dd74e0gw1f856jayhbzj20g40hsac0.jpg",,,2016-09-25,微博 weibo.com,9536,3455,6925,,
4025170559712367,EayNFEKD5,M6好帅 //@若想飞扬:#2016巴黎车展# 那个红色的不错哦,,,,2016-09-29,iPhone 7 Plus,0,0,0,2016巴黎车展,若想飞扬,False,1198183614,汽车族杂志,4025159914139422,EaywvhmQS,#2016巴黎车展# BMW M的展台，不多说了，看车吧～ @宝马中国 法国·巴黎 ,"https://ww1.sinaimg.cn/large/476ad4begw1f8asan1031j20rs0kuag2.jpg,https://ww1.sinaimg.cn/large/476ad4begw1f8asal30qrj20rs0kutcm.jpg,https://ww4.sinaimg.cn/large/476ad4begw1f8asapionnj20rs0ku7bv.jpg,https://ww4.sinaimg.cn/large/476ad4begw1f8asaro8xxj20rs0ku7ad.jpg,https://ww1.sinaimg.cn/large/476ad4begw1f8asato6ycj20rs0kutf5.jpg,https://ww3.sinaimg.cn/large/476ad4begw1f8asawengwj20rs0kun3y.jpg,https://ww1.sinaimg.cn/large/476ad4begw1f8asaxw1ufj20rs0kuq78.jpg,https://ww4.sinaimg.cn/large/476ad4begw1f8asazxb76j20rs0kutdo.jpg,https://ww1.sinaimg.cn/large/476ad4begw1f8asb23fdgj20rs0kutcp.jpg",,法国·巴黎,2016-09-29,iPhone 6,13,4,33,2016巴黎车展,宝马中国
4023623910449711,E9Uz51SZp,老七客服不错的！@老七mob @老七贸易 ,"https://ww1.sinaimg.cn/large/43e5425djw1f85vwqf54bj20hs0vk40d.jpg,https://ww4.sinaimg.cn/large/43e5425djw1f85vwrsws4j20hs0vkac5.jpg,https://ww3.sinaimg.cn/large/43e5425djw1f85vwt9fajj20hs0vktat.jpg,https://ww2.sinaimg.cn/large/43e5425djw1f85vwoweswj20hs0vk0uy.jpg",,,2016-09-25,iPhone 5s,176,92,25,,"老七mob,老七贸易",True
3996741240518185,DEAGg2aNP,正需要,,,,2016-07-13,Smartisan T2,1,1,0,,,False,3097378697,ZEALER,3996737289334890,DEAzSDaqK,#ZEALER众测# 小米生态链旗下睿米科技发布一款产品，集齐语音识别、免提通话、音乐播放、导航播报、车载充电五合一于一体，是众多热爱音乐驾驶用户必带出行装备。转发本微博关注 @ZEALER中国 ，随机抽送2个睿米音乐蓝牙车充！ZEALER社区提供免费产品体验机会，你敢测，我就敢送！网页链接 ,https://ww4.sinaimg.cn/large/b89e3f89gw1f5s41q1uyjj20og0ogt9j.jpg,,,2016-07-13,微博 weibo.com,87,115,140,ZEALER众测,ZEALER中国
3993839964799605,DDncMk8AZ,转发微博,,,,2016-07-05,Smartisan T2,1,0,3,,,False,1666177401,武汉大学,3993827091851808,DDmS17LJS,一写英文简历就头疼？收好这份实用tips+增色词汇。实用帖，转需！（图：via@人民网） ,"https://ww2.sinaimg.cn/large/634fd979jw1f5irhef2hgj20c80p0tcl.jpg,https://ww1.sinaimg.cn/large/634fd979jw1f5irhg0ijbj20c80rs0x7.jpg,https://ww1.sinaimg.cn/large/634fd979jw1f5irhhyucvj20c80sm43w.jpg,https://ww4.sinaimg.cn/large/634fd979jw1f5irhjr4t5j20c80rswj9.jpg,https://ww2.sinaimg.cn/large/634fd979jw1f5irhlcwo5j20c80yqadp.jpg,https://ww2.sinaimg.cn/large/634fd979jw1f5irhn09pbj20c812w42f.jpg,https://ww3.sinaimg.cn/large/634fd979jw1f5irhot32vj20c80yq0w9.jpg,https://ww3.sinaimg.cn/large/634fd979jw1f5irhqhie5j20c80yqjuv.jpg,https://ww3.sinaimg.cn/large/634fd979jw1f5irhs9ywij20c814awik.jpg",,,2016-07-05,微博 weibo.com,101,5,172,,人民网
3977468933153510,DwvjTden4,好纠结,,,,2016-05-21,Smartisan T2,2,1,1,,,False,1764222885,当时我就震惊了,3977231925258484,Dwp9Cm3Yg,卧槽，一脸懵逼，内心无数草泥马奔腾 ,https://ww1.sinaimg.cn/large/6927e7a5jw1f41vvbd5t9g208c07g1ky.gif,,,2016-05-20,微博 weibo.com,3462,1779,2368,,
3942317658370395,DhKShz7wn,怒转，马云家的没抽到，这次一定要有啊！！！！！！,,,,2016-02-14,Smartisan T2,1,0,0,,,False,3668989607,唐唐频道,3942148522857010,DhGtubZeO,办个转发抽奖，感谢大家对唐唐一直以来的喜爱！8888元、5188元、1688元等你来取！感恩～ ,https://ww2.sinaimg.cn/large/dab056a7jw1f0xyltqhxrj20i10s00v9.jpg,,,2016-02-13,iPhone 6,11224,38560,74101,,
3939159099683188,DgqHPED2s,转发微博,,,,2016-02-05,Smartisan T2,9,7,3,,,False,1749601174,中国医师协会,3939105714329755,DgpjJiamL,#小故事# “医生应该得到的尊重”夏衍是这样说的做的。临终前，他感到十分难受。他的秘书说：“我去叫大夫。”正在他开门欲出时，夏衍突然睁开眼睛，艰难地说：“不是叫，是请。 ,https://ww1.sinaimg.cn/large/6848cb96gw1f0o95i6r2oj20dw0a5wf0.jpg,,,2016-02-05,360安全浏览器,87,0,83,小故事,
3938050159420260,DfXRdDwDG,小米路由器专业版一个，红米一部，蓝牙耳机一个，车载充电器一个，我再想想…//@红米手机:是。我说你是，你就是 买过一件以上小米产品的米粉，过来点个到。,,,,2016-02-02,Smartisan T2,0,4,0,,红米手机,False,1787863744,林彭勇军,3937866122411588,DfT4oa7mA,我同事说我算是一位彻底的米粉了，我不信，可是一看在家的就有这么多小米产品，再加上小米自拍杆，我不得不信了@红米手机 ，@小米手机，手机君，你们觉得呢 ,https://ww4.sinaimg.cn/large/6a90a2c0jw1f0kase01cyj20ts15oag9.jpg,,,2016-02-02,美图秀秀Android版,42,36,101,,"红米手机,小米手机"
3936879080467094,Dftoo1XvM,#罗永浩的红包#一不小心又中奖了！(≖ ‿ ≖)✧我在罗永浩 的红包中抽到了@滴滴出行 提供的“滴滴百元礼包”，好实在的礼物，让宝宝心情美丽一整天～罗永浩 的红包 ,,,,2016-01-30,粉丝红包,12,2,0,罗永浩的红包,滴滴出行,True
3935514006286517,DeTSEqnpr,转发微博,,,,2016-01-26,Smartisan T2,3,1,0,,,False,1764222885,当时我就震惊了,3934417946441800,DermOr1O0,周杰伦钢琴版纯音乐，旋律真的是太美了秒拍视频 ,,,,2016-01-23,微博 weibo.com,2888,499,2725,,
3935432007885022,DeRKox5fM,转发微博,,,,2016-01-26,Smartisan T2,1,0,0,,,False,1705399054,许岑,3935407576161216,DeR6ZpQOs,这个可以。完整版：[第2期]日本顶级食神VS中国油条师傅 ,"https://ww2.sinaimg.cn/large/65a6530ejw1f0cgf3ew6hj21d00rk429.jpg,https://ww3.sinaimg.cn/large/65a6530ejw1f0cgf5ictpj21cz0re782.jpg,https://ww3.sinaimg.cn/large/65a6530ejw1f0cgf7pgmqj20oj0dptap.jpg,https://ww2.sinaimg.cn/large/65a6530ejw1f0cgf9vh40j21d20rbq6o.jpg,https://ww1.sinaimg.cn/large/65a6530ejw1f0cgfbpaxfj21d40rb784.jpg,https://ww3.sinaimg.cn/large/65a6530ejw1f0cgfdehmrj21d50radjr.jpg",https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=f0019e7a64w,,2016-01-26,微博 weibo.com,100,30,108,,
3932529235284560,DdEevmaKQ,喜欢第四个，我不是流氓！//@罗永浩:嗯，尤其是第三个。//@Danielle余小丹: 喜欢第三和第六，分分钟拔剑啊。,,,,2016-01-18,Smartisan T2,2,2,1,,"罗永浩,Danielle余小丹",False,,,3932200086648359,DdvFCrTxB,抱歉，作者已设置仅展示半年内微博，此微博已不可见。 ,,,,2016-01-17,,0,0,0,,
3932527653691325,DdEbXfuhv,新的一年，希望更好！ ,https://ww1.sinaimg.cn/large/43e5425djw1f039nvu2vrj20hs0npgnf.jpg,,,2016-01-18,Smartisan T2,174,161,100,,,True
3928335526721393,DbT8sscxz,我参与了@ZEALER中国 发起的投票 【你心中的2015年度手机(按照发布时间排序)】，我投给了“锤子Smartisan T2”这个选项。你也快来表态吧~,,,,2016-01-06,投票,6,7,2,,ZEALER中国,False,3097378697,ZEALER,3927526730503060,Dby5X26RS,#2015年度十大手机# 刚刚过去的 2015 年，智能手机市场风起云涌，哪款是你心中年度最佳？转发本微博并参与投票，说出你的理由，@分期乐 准备的壕礼 2 台 iPad Pro，2 台 iPhone 6s Plus，4 台 iPhone 6s，等你来拿 （投票周五 18:00 结束）。投票：你心中的 2015 年度手机→ 网页链接 ,https://ww2.sinaimg.cn/large/b89e3f89gw1eznbb35ffqj20ri0ritd7.jpg,,,2016-01-04,微博 weibo.com,1961,76243,52018,2015年度十大手机,分期乐
3925714384672886,DaMWOjBD8,昨天晚上守在电脑前听了2个小时的相声，9:59准时去京东守着抢购，结果被老婆及时阻止，为此我们冷战了一个晚上，早上的吻别也取消了，男人没点私房钱就是不行！！！另外，32G什么时候有货呐？ //@罗永浩:转发微博,,,,2015-12-30,iPhone 6,52,58,57,,罗永浩,False,2968634427,锤子科技,3925504505479008,DaHuimZl6,Smartisan T2 手机购买指南。 Smartisan T2 手机购买指南 ,,,,2015-12-29,微博 weibo.com,273,430,387,,
3925514412119811,DaHKh8Tsv,我参与了@爱否科技 发起的投票 【锤子T2（基础版本）价格竞猜】，我投给了“2499”这个选项。你也快来表态吧~ 网页链接 ,,,,2015-12-29,投票,6,3,0,,爱否科技,True
3925513535644040,DaHIRnGgU,虽然从没中过奖，但是万一呢…,,,,2015-12-29,iPhone 6,0,3,0,,,False,2968634427,锤子科技,3925509345688945,DaHC6nRXb,Smartisan T2 手机拥有纯粹的“全金属”中框，2.5D 双面玻璃。搭载新版 Smartisan OS 操作系统，内置 Qualcomm 骁龙808处理器，配有4.95吋1080p 全高清大屏。三网通杀。官网及京东商城现货发售，售完开始预付款排队购买。链接：坚果手机 - 锤子科技 转发此微博，将抽取20人，赠送 Smartisan T2 一部。 ,https://ww2.sinaimg.cn/large/b0f1c43bjw1ezgvlujvp0j20ogcrznpd.jpg,,,2015-12-29,微博 weibo.com,8956,48371,186388,,
3924295254418721,Dac1TixvH,A6等得我好苦 查看图片 //@卫程行车记录仪:嗯哼，换卫程A4s，早换早安心。,,,,2015-12-26,iPhone 6,2,0,0,,卫程行车记录仪,False,1985165461,zhansm,3924281341583095,DabFs6DPN,#卫程换新季# 换新换新换新，以前的保险公司送的，现在换汽车之家推荐的卫程@卫程行车记录仪 ,"https://ww3.sinaimg.cn/large/76533895jw1ezcylgr1cfj21kw23uak1.jpg,https://ww2.sinaimg.cn/large/76533895jw1ezcylhdkakj21kw23u7d2.jpg",,,2015-12-26,超话,2,2,4,卫程换新季,卫程行车记录仪
3922124953376379,D9hzpealJ,转发微博,,,,2015-12-20,iPhone 6,1,0,1,,,False,1666177401,武汉大学,3922121279307823,D9httD3ob,PPT制作技能，技多不压身，转需！via@黑客师 ,"https://ww2.sinaimg.cn/large/634fd979gw1ez62ik39bgj20c50yfaev.jpg,https://ww4.sinaimg.cn/large/634fd979gw1ez62ikdkvvj20c80l00vo.jpg,https://ww4.sinaimg.cn/large/634fd979gw1ez62ikuis2j20c80jrac1.jpg,https://ww1.sinaimg.cn/large/634fd979gw1ez62il8ew6j20c80tfdjp.jpg,https://ww4.sinaimg.cn/large/634fd979gw1ez62im60y9j20c81aewl0.jpg,https://ww2.sinaimg.cn/large/634fd979gw1ez62im8q7bj20c80fdwgh.jpg,https://ww2.sinaimg.cn/large/634fd979gw1ez62imhzd0j20c80edwgd.jpg,https://ww3.sinaimg.cn/large/634fd979gw1ez62imzpboj20c80p3q66.jpg,https://ww3.sinaimg.cn/large/634fd979gw1ez62incxi8j20c80pgdip.jpg",,,2015-12-20,小米Note 顶配版,84,4,171,,黑客师
3913896698327011,D5Pw1yWeD,小米&微博感恩季，不光游戏好玩，还送100台红米Note3！手机点击话题#红米Note3#或小米&微博感恩季 就能玩，还可赢手机充值卡、移动电源等感恩好礼！千元旗舰，如你所愿：899元红米Note3，我最喜欢极速指纹识别，芯片级加密，解锁更方便，支付更安心，我为它点赞！了解新品→网页链接 ,https://ww2.sinaimg.cn/large/a831c44fjw1eycgxt5jytj20u045zb29.jpg,,,2015-11-27,微博活动,4,2,0,红米Note3,,True
3912678404106698,D5jP2hel4,转发微博,,,,2015-11-24,iPhone 6,0,0,0,,,False,,,3912652579227302,D5j9nCIrs,抱歉，作者已设置仅展示半年内微博，此微博已不可见。 ,,,,2015-11-24,,0,0,0,,
3911340144089393,D4L0yh9PX,十年过去了，你的真朋友还剩几个？ - 这一路你挺我，我心里有数！快来查看你的汽车之家大数据。 网页链接  ,https://ww2.sinaimg.cn/large/43e5425djw1ey7oblj6lcj206o06omxw.jpg,,,2015-11-20,分享按钮,8,5,0,,,True
